Unnamed: 0,neighbourhood_group_cleansed,property_type,room_type,bedrooms,price,minimum_nights_avg_ntm,instant_bookable,property_type_group,review_score,review_score_porcent,occupancy_rate,bedroom_occupancy_percent,min_nights_percent_year
1914,ChamberÃ­,Entire rental unit,Entire home/apt,1.0,127.0,2.0,False,House,2,0.34,0.8,0.93,0.01
1915,Centro,Entire rental unit,Entire home/apt,3.0,184.0,4.7,False,House,3,0.5,0.68,0.95,0.01
1916,Retiro,Entire rental unit,Entire home/apt,2.0,199.0,3.0,False,Floor,5,0.89,0.84,0.66,0.01
1917,Retiro,Entire rental unit,Entire home/apt,1.0,139.0,3.0,False,Floor,5,0.9,0.44,0.86,0.01
1918,Fuencarral - El Pardo,Private room in rental unit,Private room,1.0,44.0,1.0,True,Room,3,0.47,0.63,0.53,0.0
1919,Usera,Private room in rental unit,Private room,1.0,35.0,27.3,False,Room,5,0.88,0.65,0.81,0.07
1920,Centro,Entire rental unit,Entire home/apt,2.0,155.0,28.0,False,House,4,0.65,0.81,0.91,0.08
1921,Centro,Entire rental unit,Entire home/apt,3.0,217.0,4.4,False,House,3,0.53,0.52,0.76,0.01
1922,TetuÃ¡n,Entire rental unit,Entire home/apt,1.0,81.0,3.7,False,Floor,4,0.8,0.73,0.88,0.01
1923,Centro,Private room in rental unit,Private room,1.0,111.0,1.4,True,Room,3,0.44,0.56,0.96,0.0
1924,Arganzuela,Entire rental unit,Entire home/apt,1.0,67.0,1.0,False,Floor,4,0.68,0.66,0.95,0.0
1925,Arganzuela,Entire rental unit,Entire home/apt,1.0,70.0,1.0,False,House,1,0.06,0.84,0.94,0.0
1926,Centro,Entire rental unit,Entire home/apt,3.0,239.0,4.5,False,Floor,4,0.76,0.32,0.97,0.01
1927,Carabanchel,Private room in villa,Private room,1.0,40.0,2.0,True,Room,4,0.68,0.56,0.99,0.01
1928,ChamartÃ­n,Entire rental unit,Entire home/apt,1.0,131.0,5.0,False,House,1,0.01,0.59,0.87,0.01
1929,Centro,Entire rental unit,Entire home/apt,1.0,80.0,27.8,False,Floor,4,0.67,0.79,0.99,0.08
1930,Centro,Entire rental unit,Entire home/apt,3.0,137.0,3.0,False,Floor,5,0.9,0.53,0.96,0.01
1931,Centro,Entire rental unit,Entire home/apt,3.0,350.0,11.2,True,House,4,0.64,0.46,0.86,0.03
1932,Centro,Entire loft,Entire home/apt,3.0,215.0,1.0,True,Floor,5,0.84,0.41,0.95,0.0
1933,Centro,Entire rental unit,Entire home/apt,0.0,100.0,4.7,True,House,5,0.84,0.92,0.86,0.01
1934,Centro,Entire rental unit,Entire home/apt,1.0,90.0,2.0,True,House,5,0.97,0.77,0.99,0.01
1935,Salamanca,Entire rental unit,Entire home/apt,0.0,155.0,3.0,True,House,2,0.25,0.38,0.62,0.01
1936,Centro,Entire rental unit,Entire home/apt,2.0,125.0,3.6,False,House,4,0.71,0.35,0.81,0.01
1937,Arganzuela,Entire loft,Entire home/apt,2.0,171.0,1.0,False,Floor,5,0.88,0.45,0.88,0.0
1938,Latina,Private room in rental unit,Private room,1.0,44.0,2.0,True,Room,2,0.4,0.78,0.75,0.01
1939,Centro,Entire rental unit,Entire home/apt,0.0,142.0,1.9,False,House,1,0.15,0.94,0.83,0.01
1940,Centro,Entire rental unit,Entire home/apt,1.0,69.0,1.3,False,Floor,4,0.7,0.45,0.8,0.0
1941,Centro,Entire rental unit,Entire home/apt,2.0,130.0,1.0,True,Floor,4,0.78,0.39,0.31,0.0
1942,ChamartÃ­n,Entire condo,Entire home/apt,2.0,160.0,3.0,True,House,4,0.66,0.36,0.92,0.01
1943,Centro,Entire rental unit,Entire home/apt,2.0,116.0,1.4,True,Floor,3,0.42,0.36,0.91,0.0
1944,Centro,Entire rental unit,Entire home/apt,0.0,74.0,2.0,True,Floor,5,0.86,0.75,0.84,0.01
1945,Arganzuela,Entire condo,Entire home/apt,1.0,95.0,2.5,False,House,5,0.91,0.43,0.72,0.01
1946,Puente de Vallecas,Private room in rental unit,Private room,1.0,20.0,27.5,False,Room,2,0.39,0.5,0.92,0.08
1947,Villa de Vallecas,Entire rental unit,Entire home/apt,3.0,64.0,2.0,False,House,5,0.88,0.81,0.35,0.01
1948,Centro,Private room in rental unit,Private room,1.0,151.0,2.0,True,Room,1,0.13,0.85,0.67,0.01
1949,Centro,Entire rental unit,Entire home/apt,3.0,169.0,1.9,True,House,5,0.91,0.45,0.85,0.01
1950,Retiro,Entire place,Entire home/apt,1.0,102.0,27.2,False,House,5,0.94,0.48,0.85,0.07
1951,ChamberÃ­,Entire serviced apartment,Entire home/apt,1.0,85.0,12.1,False,Room,1,0.1,0.38,0.8,0.03
1952,Centro,Private room in rental unit,Private room,1.0,55.0,1.0,False,Room,4,0.66,0.59,0.84,0.0
1953,Centro,Entire rental unit,Entire home/apt,1.0,102.0,1.3,False,House,5,0.91,0.6,0.94,0.0
1954,Carabanchel,Entire rental unit,Entire home/apt,1.0,71.0,3.4,False,House,5,0.89,0.54,0.39,0.01
1955,Centro,Entire rental unit,Entire home/apt,1.0,132.0,2.0,False,Floor,5,0.82,0.49,0.87,0.01
1956,Arganzuela,Private room in condo,Private room,1.0,59.0,2.1,False,Room,3,0.59,0.69,0.81,0.01
1957,Centro,Entire condo,Entire home/apt,2.0,130.0,15.0,False,House,1,0.2,0.55,0.94,0.04
1958,Centro,Entire rental unit,Entire home/apt,1.0,205.0,5.8,True,Floor,5,0.84,0.34,0.83,0.02
1959,Centro,Entire rental unit,Entire home/apt,2.0,143.0,4.7,False,Floor,5,0.98,0.51,0.81,0.01
1960,Centro,Entire rental unit,Entire home/apt,1.0,134.0,2.7,False,House,4,0.76,0.59,0.6,0.01
1961,Retiro,Entire rental unit,Entire home/apt,2.0,114.0,2.2,True,Floor,4,0.76,0.62,0.93,0.01
1962,Carabanchel,Private room in rental unit,Private room,2.0,39.0,1.0,False,Room,3,0.54,0.52,0.99,0.0
1963,Salamanca,Entire rental unit,Entire home/apt,3.0,343.0,3.0,False,Floor,3,0.53,0.78,0.9,0.01
1964,Centro,Entire rental unit,Entire home/apt,1.0,93.0,2.1,False,Floor,5,0.92,0.72,0.93,0.01
1965,Centro,Entire rental unit,Entire home/apt,1.0,99.0,4.1,False,Floor,2,0.25,0.75,0.95,0.01
1966,Arganzuela,Entire rental unit,Entire home/apt,1.0,56.0,29.5,True,Floor,5,1.0,0.83,0.9,0.08
1967,Hortaleza,Private room in condo,Private room,1.0,49.0,1.1,False,Room,5,0.98,0.64,0.85,0.0
1968,Centro,Entire rental unit,Entire home/apt,1.0,106.0,1.0,False,Floor,4,0.61,0.39,0.81,0.0
1969,Centro,Entire rental unit,Entire home/apt,2.0,223.0,4.5,False,Floor,4,0.8,0.31,0.42,0.01
1970,Centro,Entire rental unit,Entire home/apt,1.0,104.0,1.4,False,Floor,4,0.72,0.73,0.9,0.0
1971,Carabanchel,Entire rental unit,Entire home/apt,1.0,135.0,3.0,False,House,5,0.96,0.67,0.81,0.01
1972,Retiro,Entire guest suite,Entire home/apt,1.0,29.0,1.0,False,Floor,5,0.97,0.79,0.86,0.0
1973,Centro,Private room in rental unit,Private room,1.0,40.0,6.0,False,Room,3,0.46,0.47,0.99,0.02
1974,Centro,Entire rental unit,Entire home/apt,2.0,93.0,39.8,True,Floor,3,0.43,0.79,0.83,0.11
1975,ChamartÃ­n,Entire rental unit,Entire home/apt,1.0,98.0,1.1,False,Floor,4,0.71,0.36,0.91,0.0
1976,Centro,Entire rental unit,Entire home/apt,1.0,71.0,2.0,True,Floor,4,0.71,0.72,0.57,0.01
1977,Arganzuela,Entire rental unit,Entire home/apt,1.0,89.0,1.0,False,House,5,0.86,0.33,0.65,0.0
1978,Centro,Entire rental unit,Entire home/apt,2.0,177.0,4.0,False,Floor,5,0.9,0.35,0.54,0.01
1979,Salamanca,Private room in rental unit,Private room,1.0,57.0,1.0,False,Room,2,0.23,0.88,0.98,0.0
1980,Centro,Entire rental unit,Entire home/apt,2.0,230.0,3.8,False,House,5,0.96,0.43,1.0,0.01
1981,Centro,Entire rental unit,Entire home/apt,2.0,128.0,2.0,True,Floor,4,0.79,0.76,0.81,0.01
1982,Centro,Entire rental unit,Entire home/apt,2.0,196.0,3.0,False,House,5,0.81,0.86,0.82,0.01
1983,Puente de Vallecas,Entire rental unit,Entire home/apt,1.0,60.0,2.0,True,Floor,4,0.67,0.94,0.88,0.01
1984,Centro,Entire rental unit,Entire home/apt,1.0,120.0,4.4,True,Floor,5,0.88,0.61,0.71,0.01
1985,Centro,Entire rental unit,Entire home/apt,1.0,76.0,1.0,False,House,5,0.84,0.46,0.8,0.0
1986,Salamanca,Entire rental unit,Entire home/apt,3.0,500.0,2.5,True,House,3,0.6,0.52,0.82,0.01
1987,Latina,Private room in rental unit,Private room,2.0,51.0,1.3,False,Room,4,0.65,0.67,0.91,0.0
1988,Arganzuela,Private room in rental unit,Private room,1.0,52.0,1.0,False,Room,5,0.95,0.3,0.97,0.0
1989,Centro,Entire rental unit,Entire home/apt,1.0,87.0,2.0,False,Floor,3,0.48,0.31,0.89,0.01
1990,ChamberÃ­,Private room in rental unit,Private room,1.0,49.0,2.0,False,Room,1,0.14,0.43,0.83,0.01
